org,max_slope,r2,intercept
Kytococcus sedentarius,1.95328271824265,0.9299511555332177,-3.9432367959416736
Kocuria flava,0.8696516162191709,0.9768903828893678,-3.6971893540708196
Nesterenkonia alba,0.8023804735248393,0.9858698637741956,-4.458959504202846
Frankiales bacterium YIM 75000,0.7388579760667678,0.9785980078427822,-4.49019821450501
Thermomonas haemolytica,0.7381764042056295,0.947227712447317,-5.889578840731738
Leifsonia sp. Leaf325,0.7218868367244285,0.966687901016722,-5.196420257954281
Kocuria varians,0.7124811450407228,0.975561410037548,-4.930380041490038
Okibacterium fritillariae,0.6706326327668427,0.9923095783074859,-5.5215300357171575
Subtercola sp. Z020,0.6402345277600832,0.9715097683558928,-5.270597995508145
Xanthomonas translucens,0.6317148794958567,0.9861930933983007,-5.541522810310543
Chromatocurvus halotolerans,0.6080643359143649,0.9919783806160118,-6.359068257745708
Streptomyces ambofaciens,0.6011123029307561,0.9741358140036024,-4.085798910229732
Granulosicoccus antarcticus,0.5782796455826292,0.9925277252479618,-3.5703033925889414
Arenimonas oryziterrae,0.5568782891428928,0.9889808193164209,-6.286367259224309
Sediminihabitans luteus,0.529070157208458,0.9895943786230758,-6.214461427874238
Micromonospora peucetia,0.504738041765827,0.991183307401074,-5.525846657504367
Clavibacter michiganensis,0.49062950424026847,0.9895184133971278,-5.118039493923398
Wenzhouxiangella sediminis,0.4651387166337035,0.9842275592735232,-6.028392309783534
Kineosphaera limosa,0.46350294416697135,0.9883099033215558,-5.346820448645423
Pseudoxanthomonas,0.46200348607246794,0.9945329262045741,-6.248767211551523
Humibacillus sp. DSM 29435,0.46145822858355734,0.9610055294990663,-5.666136865588629
Psychromonas aquimarina,0.45995877048905354,0.953399166690996,-1.1681033680076742
Actinoplanes atraurantiacus,0.45859562676677673,0.9856022092973543,-4.1998486016601735
Sandaracinus amylolyticus,0.45007597850255116,0.9720555489614507,-6.378379460477952
Enhygromyxa salina,0.4275159498988795,0.98605565551275,-5.881059192467512
Geodermatophilus obscurus,0.4193370875652216,0.9875517010968156,-5.329440366186399
Agreia bicolorata,0.4182465725874014,0.9957292369810095,-6.604547723065615
Citricoccus muralis,0.4174286863540355,0.9913915880122348,-5.628423222605653
Streptomyces avermitilis,0.4164744857484423,0.9888652164829318,-6.175498236479177
Nakamurella multipartita,0.41552028514284867,0.9887715019010851,-5.291272341962668
Arthrobacter globiformis,0.39643627303098145,0.9612377974370556,-5.121106567298518
Dermatophilus congolensis,0.3814416920859437,0.9955521607900066,-6.619883089941226
Microlunatus phosphovorus,0.3172376227667336,0.9992696409633741,-5.958417598706688
Bacteriovorax sp. BAL6 X,0.30742298796634454,0.9962718787203672,-4.027070134861662
Mobilicoccus massiliensis,0.29031553425177814,0.9503215288926862,-3.7946541302135692
Luteimonas tolerans,0.2775019832623812,0.9544324584100513,-4.219046209082231
Brevibacterium mcbrellneri,0.2652336897618955,0.9557780438659014,-2.2704322580883765
Allokutzneria albata,0.253987754053117,0.95413908611442,-4.50098976897303
Intrasporangiaceae bacterium URHB0013,0.22965563861048646,0.9823930019412812,-4.08988834139656
Bacillus sp. 7586-K,0.22842880926043768,0.9765643894289406,-4.579824914244671
Chlamydiales bacterium SCGC AG-110-P3,0.1891021128727688,0.9854743613097561,-3.9467582505575582
Cellulomonas cellasea,0.18174113677247786,0.9460839066588536,-6.807656137684776
Paenibacillus polysaccharolyticus,0.17799249153621763,0.9843537675570542,-3.819985884385868
Saccharothrix espanaensis,0.1764930334417136,0.9805894141814054,-4.768847510400306
Actinomycetospora chiangmaiensis,0.1625889674744967,0.9824550729306176,-5.059287999493296
Auraticoccus monumenti,0.15700007821316397,0.950166158418411,-3.4391008093198554
Isoptericola variabilis,0.15515983418809076,0.9819203105669347,-4.048766839107895
Silanimonas lenta,0.14486809908490586,0.9352543139256247,-5.7290686674337135
Virgibacillus salinus,0.1235348998312829,0.9648230782926969,-4.404660945932176
Micromonospora avicenniae,0.12094492675895809,0.9437600365753147,-3.666632215629795
Clostridium combesii,0.11501525156705619,0.9848354612383895,-3.7420595015957443
Brachybacterium alimentarium,0.11256159286695926,0.9676101252283265,-3.4266053251989903
Mycolicibacterium obuense,0.10513245958055425,0.9253987610755724,-4.205187581239093
Nonomuraea candida,0.10274695806657061,0.973119445046607,-3.9101805606764795
Rothia mucilaginosa,0.05786545101062562,0.9071186312696174,-3.5767896848007728
Agrococcus casei,0.05612744276472337,0.9289189530091484,-3.6966895347059845
