org,max_slope,r2,intercept
Chromatocurvus halotolerans,0.24279858050820777,0.9830720857840239,-0.5411589431462913
Thermomonas haemolytica,0.20580729042849258,0.9568460849566879,-3.9078174605366516
Arthrobacter globiformis,0.1399544113318284,0.9942571395045199,-1.5573137832383035
Dermabacter hominis,0.1253642659294465,0.9846526047463634,-1.4694205433543859
Mobilicoccus massiliensis,0.12315916377079707,0.9704516323550836,-2.6983065824341104
Actinoplanes atraurantiacus,0.08738657137265599,0.989740033574152,-1.9736129437193521
Kytococcus sedentarius,0.08309419694169716,0.9455101513009249,-2.450529408680686
Legionella brunensis,0.07721616889741942,0.9050431620524209,-2.6745879874085547
Kocuria flava,0.07025354480411643,0.975954498794805,-1.27119644775392
Okibacterium fritillariae,0.06779426674779064,0.9328616311162831,-1.9811018746383064
Sandaracinus amylolyticus,0.06609022215343484,0.9757222309399194,-1.6736309582756221
Kocuria varians,0.06505668572182359,0.9695163021461267,-2.1047761233408186
Cephaloticoccus capnophilus,0.0638688482485765,0.9013202934416987,-2.748176117996094
Plantibacter sp. VKM Ac-1784,0.06112228970745975,0.9307631597945255,-2.4884493104837
Luteimonas tolerans,0.049876829793044544,0.9308308550660355,-2.157854559474131
Agreia bicolorata,0.047529770676090155,0.9632946511927456,-2.349308486462314
Arenimonas oryziterrae,0.0468665567444048,0.9528787503147044,-1.7250895140191076
Leifsonia sp. Leaf325,0.04420528459721031,0.9025376757708613,-2.5797584948820864
Auraticoccus monumenti,0.0430090307035104,0.9284769448362019,-2.117702622967018
Mycolicibacterium obuense,0.041687652692411335,0.9786604191235164,-2.1953609344855614
Xanthomonas translucens,0.036611990064639666,0.9355108564035901,-1.6863285312655043
Paenibacillus polysaccharolyticus,0.03570694431860877,0.9477179565818556,-1.918560015347798
Enhygromyxa salina,0.03512284473918021,0.9270981157146769,-1.7418813950119572
Nakamurella multipartita,0.03466106380366663,0.93681058030683,-1.7534680005020626
Intrasporangiaceae bacterium URHB0013,0.0298968087326508,0.916003970030756,-2.268370576440642
Pelobacter propionicus DSM 2379,0.028744320225305743,0.9468519461858382,-2.3215595482292346
Shewanella putrefaciens,0.028134410289821745,0.9059362316089162,-2.3232995028841885
Silanimonas lenta,0.02694545062718105,0.9529740862275423,-0.9237402400090903
Wenzhouxiangella sediminis,0.02689382991507015,0.9101766884100706,-1.908100649103679
Agrococcus casei,0.022481942313680742,0.9086706161817705,-2.2759891202345703
