cmpnd,org,log_slope,first_quartile,third_quartile,iqr,outlier_thresh,is_outlier,mean_slope,activity_level
dodecanoate,Arenimonas oryziterrae,1.8309722914770563,1.5294999528105604,1.8038209938866139,0.2743210410760535,0.4114815616140802,FALSE,1.6529198033918362,high
dodecanoate,Brachybacterium paraconglomeratum,1.639611902926009,1.5294999528105604,1.8038209938866139,0.2743210410760535,0.4114815616140802,FALSE,1.6529198033918362,low
dodecanoate,Chromatocurvus halotolerans,1.7737039300362771,1.5294999528105604,1.8038209938866139,0.2743210410760535,0.4114815616140802,FALSE,1.6529198033918362,high
dodecanoate,Humibacillus sp. DSM 29435,1.7383954419927334,1.5294999528105604,1.8038209938866139,0.2743210410760535,0.4114815616140802,FALSE,1.6529198033918362,high
dodecanoate,Kytococcus sedentarius,1.7190749753832015,1.5294999528105604,1.8038209938866139,0.2743210410760535,0.4114815616140802,FALSE,1.6529198033918362,high
dodecanoate,Micromonospora peucetia,1.6826162146235542,1.5294999528105604,1.8038209938866139,0.2743210410760535,0.4114815616140802,FALSE,1.6529198033918362,high
dodecanoate,Mobilicoccus massiliensis,1.7867431115207988,1.5294999528105604,1.8038209938866139,0.2743210410760535,0.4114815616140802,FALSE,1.6529198033918362,high
dodecanoate,Pseudoxanthomonas,1.628171728133958,1.5294999528105604,1.8038209938866139,0.2743210410760535,0.4114815616140802,FALSE,1.6529198033918362,low
dodecanoate,Thermomonas haemolytica,1.9640857129102294,1.5294999528105604,1.8038209938866139,0.2743210410760535,0.4114815616140802,FALSE,1.6529198033918362,high
dodecanoate,XC,1.6706366582892624,1.5294999528105604,1.8038209938866139,0.2743210410760535,0.4114815616140802,FALSE,1.6529198033918362,high
TMA,Actinoplanes atraurantiacus,1.935562473881014,0.991442968220865,1.2647277539170485,0.27328478569618353,0.4099271785442753,TRUE,1.1869861630990248,high
TMA,Chromatocurvus halotolerans,0.9941820685701992,0.991442968220865,1.2647277539170485,0.27328478569618353,0.4099271785442753,FALSE,1.1869861630990248,low
TMA,Granulosicoccus antarcticus,1.4490700598053106,0.991442968220865,1.2647277539170485,0.27328478569618353,0.4099271785442753,FALSE,1.1869861630990248,high
TMA,Halobacteriovorax marinus,1.0815397390380697,0.991442968220865,1.2647277539170485,0.27328478569618353,0.4099271785442753,FALSE,1.1869861630990248,low
TMA,Kytococcus sedentarius,1.6596116937812713,0.991442968220865,1.2647277539170485,0.27328478569618353,0.4099271785442753,FALSE,1.1869861630990248,high
TMA,Mobilicoccus massiliensis,1.7518524849650416,0.991442968220865,1.2647277539170485,0.27328478569618353,0.4099271785442753,TRUE,1.1869861630990248,high
TMA,Thermomonas haemolytica,0.8093993086474703,0.991442968220865,1.2647277539170485,0.27328478569618353,0.4099271785442753,FALSE,1.1869861630990248,low
TMA,XC,1.2648237086452496,0.991442968220865,1.2647277539170485,0.27328478569618353,0.4099271785442753,FALSE,1.1869861630990248,high
7Ph heptanoate,Actinoplanes atraurantiacus,1.6985839354097092,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,high
7Ph heptanoate,Arthrobacter globiformis,1.4452858569315736,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,low
7Ph heptanoate,Cellulomonas cellasea,1.6336035821397903,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,high
7Ph heptanoate,Chromatocurvus halotolerans,1.7326814024156563,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,high
7Ph heptanoate,Clavibacter michiganensis,1.616824203209161,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,low
7Ph heptanoate,Dermabacter hominis,1.8384614989751962,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,high
7Ph heptanoate,Granulosicoccus antarcticus,2.0505153672999104,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,high
7Ph heptanoate,Intrasporangiaceae bacterium URHB0013,1.1681116997404088,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,low
7Ph heptanoate,Kineosphaera limosa,1.5281710601425185,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,low
7Ph heptanoate,Kocuria varians,1.6562068039459668,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,high
7Ph heptanoate,Kytococcus sedentarius,2.3436451846499287,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,TRUE,1.6178417681023143,high
7Ph heptanoate,Micromonospora avicenniae,1.3909987931034262,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,low
7Ph heptanoate,Micromonospora peucetia,1.5609095935481923,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,low
7Ph heptanoate,Mobilicoccus massiliensis,1.9544329998629584,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,high
7Ph heptanoate,Mycolicibacterium obuense,1.4117751710893187,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,low
7Ph heptanoate,Nesterenkonia alba,1.2657250910911548,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,low
7Ph heptanoate,Plantibacter sp. VKM Ac-1784,1.5267556998475484,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,low
7Ph heptanoate,Pseudoxanthomonas,1.2727844584290782,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,low
7Ph heptanoate,Sandaracinus amylolyticus,1.4623010922035378,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,low
7Ph heptanoate,Sanguibacter keddieii,1.463634243731176,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,low
7Ph heptanoate,Sediminihabitans luteus,1.574816959515765,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,low
7Ph heptanoate,Thermomonas haemolytica,1.7721793847336516,1.4182570408095578,1.7538241045285021,0.3355670637189443,0.5033505955784164,FALSE,1.6178417681023143,high
ClPh propionate,Actinoplanes atraurantiacus,1.7206295566968401,1.4340480581475177,1.8315446333935081,0.39749657524599047,0.5962448628689857,FALSE,1.6137066249792411,high
ClPh propionate,Cellulomonas cellasea,1.5522739672719343,1.4340480581475177,1.8315446333935081,0.39749657524599047,0.5962448628689857,FALSE,1.6137066249792411,low
ClPh propionate,Granulosicoccus antarcticus,1.9087904339537398,1.4340480581475177,1.8315446333935081,0.39749657524599047,0.5962448628689857,FALSE,1.6137066249792411,high
ClPh propionate,Humibacillus sp. DSM 29435,1.7418970344501827,1.4340480581475177,1.8315446333935081,0.39749657524599047,0.5962448628689857,FALSE,1.6137066249792411,high
ClPh propionate,Kocuria varians,1.6110497486209587,1.4340480581475177,1.8315446333935081,0.39749657524599047,0.5962448628689857,FALSE,1.6137066249792411,low
ClPh propionate,Kytococcus sedentarius,1.8434273649809398,1.4340480581475177,1.8315446333935081,0.39749657524599047,0.5962448628689857,FALSE,1.6137066249792411,high
ClPh propionate,Mobilicoccus massiliensis,1.8881739429849496,1.4340480581475177,1.8315446333935081,0.39749657524599047,0.5962448628689857,FALSE,1.6137066249792411,high
ClPh propionate,Mycolicibacterium obuense,1.6565958745957714,1.4340480581475177,1.8315446333935081,0.39749657524599047,0.5962448628689857,FALSE,1.6137066249792411,high
ClPh propionate,Nesterenkonia alba,1.6943660510936054,1.4340480581475177,1.8315446333935081,0.39749657524599047,0.5962448628689857,FALSE,1.6137066249792411,high
ClPh propionate,Plantibacter sp. VKM Ac-1784,1.5720484126292744,1.4340480581475177,1.8315446333935081,0.39749657524599047,0.5962448628689857,FALSE,1.6137066249792411,low
ClPh propionate,XC,1.8306694054601282,1.4340480581475177,1.8315446333935081,0.39749657524599047,0.5962448628689857,FALSE,1.6137066249792411,high
heptynoate,Actinomycetospora chiangmaiensis,1.598283366486443,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Actinoplanes atraurantiacus,2.217150981857935,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Agreia bicolorata,1.8392373996313183,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Anaerocolumna xylanovorans,1.479544915982714,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Arenimonas oryziterrae,2.146706633946075,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Arthrobacter globiformis,2.170722683582341,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Auraticoccus monumenti,1.440129072738726,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Bacillus sp. 7586-K,1.7702764827905204,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Bacteriovorax sp. BAL6 X,1.4246429925427244,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Brachybacterium alimentarium,1.6526623943840304,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Brachybacterium paraconglomeratum,1.646313523623347,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Brevibacterium antiquum,1.7678497101562527,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Brevibacterium mcbrellneri,1.04440526351383,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Cellulomonas cellasea,1.8027865828089311,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Chlamydiales bacterium SCGC AG-110-P3,1.9165546515576075,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Chloroflexi bacterium RBG 13 51 36,1.2485577531065948,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Chromatocurvus halotolerans,2.31272312342835,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Citricoccus muralis,1.744904069079256,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Clavibacter michiganensis,1.7937800212516548,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Dermabacter hominis,2.216080002652176,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Dermatophilus congolensis,1.8601313111785969,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Enhygromyxa salina,1.6154587123496973,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Geodermatophilus obscurus,1.705282665742161,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Granulosicoccus antarcticus,2.704452867377391,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,TRUE,1.6673648945309592,high
heptynoate,Halobacteriovorax marinus,1.6675210607673157,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Humibacillus sp. DSM 29435,1.8327071293459105,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Intrasporangiaceae bacterium URHB0013,1.5503906198283217,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Isoptericola variabilis,1.4620852849036885,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Kineosphaera limosa,1.445956680130474,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Kocuria flava,1.6942965022282204,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Kocuria varians,2.076633804877642,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Kytococcus sedentarius,2.772956817505329,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,TRUE,1.6673648945309592,high
heptynoate,Legionella brunensis,1.6614151667774937,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Leifsonia sp. Leaf325,2.0171954544161443,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Luteimonas tolerans,2.0623107232958002,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Microlunatus phosphovorus,1.594359016478039,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Micromonospora avicenniae,1.514897495277498,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Micromonospora peucetia,2.2669077294120625,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Mobilicoccus massiliensis,2.489168645793911,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Mycolicibacterium obuense,1.805514890960595,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Nakamurella multipartita,1.8362074447668764,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Nesterenkonia alba,1.795766949311566,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Okibacterium fritillariae,2.0742636775907064,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Paenibacillus polysaccharolyticus,1.5429503630648245,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Pelobacter propionicus DSM 2379,1.195013776934808,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Plantibacter sp. VKM Ac-1784,2.1184512845741104,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Pseudoxanthomonas,2.155341924827609,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Psychromonas aquimarina,1.5938129647000259,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Rothia mucilaginosa,1.7153663858100052,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Saccharothrix espanaensis,1.1859310260614724,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Sandaracinus amylolyticus,1.8269290489476218,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Sanguibacter keddieii,1.9614826582132066,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Sediminihabitans luteus,1.9697846482836405,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Shewanella putrefaciens,1.297301797950289,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Silanimonas lenta,1.9608351312824917,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Streptococcus pneumoniae,1.1545903514739055,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,low
heptynoate,Streptomyces avermitilis,1.7984046705151948,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Subtercola sp. Z020,1.872516773447571,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Thermomonas haemolytica,2.280554197888013,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Wenzhouxiangella sediminis,1.674528742714696,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,Xanthomonas translucens,2.114978608014264,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
heptynoate,XC,2.0206122181840995,1.4081046517692972,1.8874646583499197,0.4793600065806225,0.7190400098709337,FALSE,1.6673648945309592,high
biotin,Granulosicoccus antarcticus,1.7162314099078209,0.9099175622301472,1.596178284295159,0.6862607220650119,1.0293910830975177,FALSE,1.2276408534843413,high
biotin,Kytococcus sedentarius,1.5893343683784322,0.9099175622301472,1.596178284295159,0.6862607220650119,1.0293910830975177,FALSE,1.2276408534843413,high
biotin,Actinoplanes atraurantiacus,1.251859254807923,0.9099175622301472,1.596178284295159,0.6862607220650119,1.0293910830975177,FALSE,1.2276408534843413,high
biotin,Kocuria flava,1.1467376960090334,0.9099175622301472,1.596178284295159,0.6862607220650119,1.0293910830975177,FALSE,1.2276408534843413,low
biotin,Halobacteriovorax marinus,1.1458583697116005,0.9099175622301472,1.596178284295159,0.6862607220650119,1.0293910830975177,FALSE,1.2276408534843413,low
biotin,Subtercola sp. Z020,1.0443726878908184,0.9099175622301472,1.596178284295159,0.6862607220650119,1.0293910830975177,FALSE,1.2276408534843413,low
