org,max_slope,r2,intercept
Granulosicoccus antarcticus,0.24793856042734924,0.997523126289254,4.22750748725929
Chromatocurvus halotolerans,0.07723917860604412,0.999636136732624,3.832410622494279
Actinoplanes atraurantiacus,0.06611960645378098,0.998919399572333,3.7465228877698067
Arthrobacter globiformis,0.06318361428454529,0.9997531946791884,3.7132837366049767
Okibacterium fritillariae,0.04682973935092983,0.9992012153321087,3.3494111264180666
Kocuria flava,0.04324278059213526,0.9969700462726626,3.8627669216196314
Mobilicoccus massiliensis,0.030927555520273632,0.9924281563591079,3.587399197547871
Dermabacter hominis,0.020804360801009076,0.9907895268441277,3.4471358250465562
Auraticoccus monumenti,0.020246389438529667,0.9753750188979268,3.658141995290764
Kytococcus sedentarius,0.02016667924388974,0.9713650593809561,3.725085273755825
Luteimonas tolerans,0.01586232873333585,0.9858124772384639,3.769005591002404
Leifsonia sp. Leaf325,0.014547110521778183,0.9595590441956149,3.430981225599543
Thermomonas haemolytica,0.010455320530264267,0.9610392901752549,3.6116842368481525
Cephaloticoccus capnophilus,0.009485513162145524,0.9352110264532107,3.4745428469702406
