org,max_slope,r2,intercept
Actinoplanes atraurantiacus,0.1081626236424998,0.9965952166588736,-3.570120923062108
Arenimonas oryziterrae,0.06292423862083299,0.9615463394634812,-3.4546145498157945
Arthrobacter globiformis,0.07962881260094884,0.9868328263250026,-3.3668014341389045
Auraticoccus monumenti,0.038634398541519246,0.9346643587685094,-2.9018225937730664
Bacteriovorax sp. BAL6 X,0.07099000210455321,0.9696138203564858,-3.6475019207217443
Brachybacterium alimentarium,0.03247097364744428,0.920599795164211,-3.574430185885305
Brachybacterium paraconglomeratum,0.03444747871992455,0.9227008880966442,-1.943121914484152
Chromatocurvus halotolerans,0.04731187703323926,0.9647397257204072,-2.861924195515535
Dermabacter hominis,0.06373690042420696,0.9774418857628238,-3.1683465058078166
Frankiales bacterium YIM 75000,0.024899653382625602,0.958068578636369,-3.2617785249364317
Granulosicoccus antarcticus,0.34146565648113647,0.9991993449874532,-2.093865607797505
Halobacteriovorax marinus,0.05509301871530964,0.9779487276506114,-4.093473222730195
Intrasporangiaceae bacterium URHB0013,0.04443079443079445,0.9896780468863965,-4.302308289150404
Kocuria flava,0.030576875778114243,0.9566473528512152,-2.234865600190688
Kocuria varians,0.047851327263092,0.9824714705236613,-3.679460701906532
Kytococcus sedentarius,0.48312110309014317,0.9600195244292119,-10.027818770078827
Luteimonas tolerans,0.0681146246161726,0.9864953712915391,-2.6277584226500714
Mobilicoccus massiliensis,0.2965435883392539,0.9993526945877974,-4.479353192201494
Nesterenkonia alba,0.03018449071080647,0.9256223616118735,-4.530055174792025
Pseudoxanthomonas,0.07280169277073302,0.9384724893647926,-3.3935888463752324
Saccharothrix espanaensis,0.026434962967470697,0.9480378840790876,-3.128193279122081
Silanimonas lenta,0.07244290448624811,0.989577931451448,-3.6240177695286135
Thermomonas haemolytica,0.13783238628439856,0.9982414395666438,-4.2355115458830666
Xanthomonas translucens,0.16027123380064556,0.9968806720413862,-3.494703752443698
XC,0.053439169538240835,0.9696197344906238,-3.230301508939291
