org,max_slope,r2,intercept
Actinoplanes atraurantiacus,0.040599091987123116,0.922857650935315,-0.10315950456645007
Cellulomonas cellasea,0.05070496335659822,0.9376914894949483,-1.6984313463347902
Chromatocurvus halotolerans,0.06305746509890608,0.908050071438367,-0.2173127991231283
Dermabacter hominis,0.08162757021292694,0.953409225525224,1.824862880329726
Granulosicoccus antarcticus,0.24155298463486954,0.994901239413735,2.3485180919968753
Kineosphaera limosa,0.046007772471189756,0.9328635929143826,-3.1492379441641307
Kocuria varians,0.06480333368414842,0.9153572692783878,1.3908995429571096
Kytococcus sedentarius,0.4533242382507493,0.9231817662765586,-2.4399439933439133
Micromonospora peucetia,0.034716840400765,0.9365602327357442,1.0909658910947697
Mobilicoccus massiliensis,0.14555287135096048,0.9874673557078351,1.4473655327614443
Thermomonas haemolytica,0.08127182541359781,0.973960105298129,-0.63196168637166
