org,max_slope,r2,intercept
Actinoplanes atraurantiacus,0.1036562388972426,0.9904595646678352,0.18048346749711452
Bacillus sp. 7586-K,0.04715738057923687,0.9129216316837839,-1.040822150236602
Cellulomonas cellasea,0.08820504332388544,0.9589795335467862,-0.4921736900890079
Chromatocurvus halotolerans,0.10421789953060692,0.9755458165904783,-1.9810951207844352
Clavibacter michiganensis,0.08954727956188577,0.9067385014365,-3.209821734918033
Dermabacter hominis,0.12939312122687496,0.9489601268557036,-0.44442258557253145
Granulosicoccus antarcticus,0.1122370423924,0.9741814187011405,0.13178925959430465
Kocuria varians,0.07318504390606369,0.9603515589735997,1.1141359186107227
Kytococcus sedentarius,0.2636112168710759,0.979839449734467,-1.6326886271117083
Leifsonia sp. Leaf325,0.04755209090622711,0.9039245621233981,-1.7239529518775616
Micromonospora avicenniae,0.05600132429238783,0.9468809708159655,0.4030204864755076
Micromonospora peucetia,0.09116260669839205,0.9194308686370884,-0.9719136876885162
Mobilicoccus massiliensis,0.13885400713179213,0.953935389057177,1.3491234501724163
Mycolicibacterium obuense,0.05243566377545931,0.902900674054365,0.6273641067824772
Plantibacter sp. VKM Ac-1784,0.05874881774496696,0.9186879819978141,-1.3127875162133877
Sandaracinus amylolyticus,0.08790652290851463,0.9100311603716366,-2.4917795235150475
Sanguibacter keddieii,0.07937215592241481,0.9806127371481119,-1.3938910905449533
Thermomonas haemolytica,0.1159983996260718,0.9709592839160113,-3.7269320659972918
Xanthomonas translucens,0.04069054387737159,0.9397870643167772,0.7183995658965463
