org,max_slope,r2,intercept
Actinoplanes atraurantiacus,0.18119762192274524,0.9971075690984947,-0.29904881919594206
Agrococcus casei,0.034961646941637,0.9264573188198154,-3.7384139608208455
Anaerocolumna xylanovorans,0.04905654514558557,0.9166994044221555,-0.80630766964195
Arenimonas oryziterrae,0.2107372888689289,0.9858797007364358,2.720386596529371
Arthrobacter globiformis,0.3251275680676128,0.9974884745792414,0.7950774966915564
Auraticoccus monumenti,0.2168229552123736,0.9719471874309499,-0.48231624261072803
Bacteriovorax sp. BAL6 X,0.1348970624594962,0.9928156121695154,-0.5334650870906593
Bacteroides luti,0.046525537886297146,0.9561373751345148,-1.0860683387019623
Brachybacterium paraconglomeratum,0.07092444786583714,0.9708846324728249,0.015392273776898155
Brevibacterium mcbrellneri,0.040439871542852585,0.9603144124531532,-1.5192417944383096
Cephaloticoccus capnophilus,0.06862966795074928,0.9795935172920355,-1.574721473561912
Chromatocurvus halotolerans,0.0642313397801637,0.9829804964211142,2.260395712765717
Clavibacter michiganensis,0.04007990606597597,0.9561049717203369,0.08765534325986941
Clostridium combesii,0.133119732917418,0.9937467544745734,-0.7800526876722647
Dermabacter hominis,0.34499316282273845,0.9974670435568684,1.5524448600398701
Desulfobacter curvatus,0.11954228508647986,0.9928642354900051,-1.4472411997822276
Frankiales bacterium YIM 75000,0.058674372730882066,0.9955308186554891,0.11938105054999835
Geodermatophilus obscurus,0.1277427486065739,0.9940815185669053,1.1142281379868657
Granulosicoccus antarcticus,0.5321189661927949,0.9987472134186005,0.35882183655945504
Intrasporangiaceae bacterium URHB0013,0.10634730057472272,0.9858647385951058,-1.5784561153845058
Kineosphaera limosa,0.05066514087037774,0.9819742090384549,1.3251566585153851
Kocuria flava,0.012463804636851521,0.9731471059181628,0.7242167927122484
Kytococcus sedentarius,1.3499717785775232,0.9017854777368908,7.954037154049405
Luteimonas tolerans,0.16665276687270147,0.993111099314922,-0.1707773712952065
Micromonospora avicenniae,0.04210471187340667,0.9593099702724487,-0.7250229653947584
Mobilicoccus massiliensis,0.4131503760850877,0.9961155187001631,-0.5515646012248592
Mycolicibacterium obuense,0.06910212263914975,0.9284753450483526,-3.9729764646905483
Nakamurella multipartita,0.10145401987343179,0.9860304208749214,1.0724083987826525
Nonomuraea candida,0.11144306185675658,0.994781563215759,-0.6279560247707594
Paenibacillus polysaccharolyticus,0.0705419845466561,0.9734155379965468,-0.005260745458896278
Pelobacter propionicus DSM 2379,0.0957620657703209,0.9975310667002857,-1.651934068351936
